DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON
200104078,01/02/2020 12:00:00 AM,01/02/2020 12:00:00 AM,820,1,Central,162,1,210,ROBBERY,0334 0325 1822 0443,0,X,X,403,DRUG STORE,218.0,OTHER CUTTING INSTRUMENT,IC,Invest Cont,210,,,,600 W  7TH                          ST,,34.0473,-118.2566
200104082,01/02/2020 12:00:00 AM,01/02/2020 12:00:00 AM,1225,1,Central,153,2,624,BATTERY - SIMPLE ASSAULT,0416,60,M,O,101,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,7TH,SPRING,34.0449,-118.2528
200104090,01/02/2020 12:00:00 AM,01/02/2020 12:00:00 AM,1305,1,Central,162,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0344,0,M,H,404,DEPARTMENT STORE,,,IC,Invest Cont,442,,,,700 W  7TH                          ST,,34.048,-118.2577
200104092,01/02/2020 12:00:00 AM,01/01/2020 12:00:00 AM,1200,1,Central,111,1,310,BURGLARY,1822 0344 1602 0329,51,M,O,707,GARAGE/CARPORT,,,IC,Invest Cont,310,,,,700    ALPINE                       ST,,34.0635,-118.2426
200918185,12/07/2020 12:00:00 AM,12/07/2020 12:00:00 AM,1203,9,Van Nuys,935,2,900,VIOLATION OF COURT ORDER,2000 2038,52,F,W,725,"GOVERNMENT FACILITY (FEDERAL,STATE, COUNTY & CITY)",,,AA,Adult Arrest,900,,,,6200    SYLMAR                       AV,,34.1837,-118.4465
200104098,01/02/2020 12:00:00 AM,01/02/2020 12:00:00 AM,1240,1,Central,154,1,210,ROBBERY,2004 0913 0344 0334 0302 1402 1202,61,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",102.0,HAND GUN,AO,Adult Other,210,998.0,,,100 E  5TH                          ST,,34.0467,-118.2485
200104101,01/02/2020 12:00:00 AM,01/02/2020 12:00:00 AM,800,1,Central,131,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1814 0416 0417 2002,38,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,100 S  FIGUEROA                     ST,,34.0569,-118.254
200104118,01/02/2020 12:00:00 AM,01/02/2020 12:00:00 AM,1600,1,Central,159,2,624,BATTERY - SIMPLE ASSAULT,0400 2033 1822,36,F,B,203,OTHER BUSINESS,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,800 E  4TH                          PL,,34.0445,-118.2367
200104120,01/02/2020 12:00:00 AM,01/02/2020 12:00:00 AM,1450,1,Central,158,1,310,BURGLARY,1822 1218 0344 1206 1605,59,M,H,516,SINGLE RESIDENCE OCCUPANCY (SRO'S) LOCATIONS,,,IC,Invest Cont,310,,,,1200 E  7TH                          ST,,34.0395,-118.2405
200104126,01/02/2020 12:00:00 AM,01/02/2020 12:00:00 AM,1215,1,Central,162,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0344,32,M,H,406,OTHER STORE,,,IC,Invest Cont,442,,,,700 S  FLOWER                       ST,,34.0487,-118.2588
200104127,01/02/2020 12:00:00 AM,01/02/2020 12:00:00 AM,1130,1,Central,138,2,888,TRESPASSING,2004 0913,44,F,B,123,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,888,,,,300 E  3RD                          ST,,34.048,-118.2438
200104129,01/02/2020 12:00:00 AM,01/02/2020 12:00:00 AM,320,1,Central,124,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0416 1822 1218 2004 1202,60,F,W,101,STREET,515.0,PHYSICAL PRESENCE,IC,Invest Cont,230,,,,1ST,MAIN,34.0522,-118.2434
210121427,10/26/2021 12:00:00 AM,10/18/2020 12:00:00 AM,528,1,Central,121,2,860,BATTERY WITH SEXUAL CONTACT,1822 0522 2034 2014,24,F,W,101,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,860,,,,900 W  TEMPLE                       ST,,34.0607,-118.2494
200104132,01/02/2020 12:00:00 AM,01/02/2020 12:00:00 AM,1915,1,Central,182,1,330,BURGLARY FROM VEHICLE,1609 0344 1307 1822,31,M,W,108,PARKING LOT,,,IC,Invest Cont,330,,,,1200 S  GRAND                        AV,,34.0402,-118.2633
200104135,01/02/2020 12:00:00 AM,01/02/2020 12:00:00 AM,2000,1,Central,142,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1218 1810 2032,30,M,W,101,STREET,,,IC,Invest Cont,440,,,,300 S  GRAND                        AV,,34.053,-118.2513
200104136,01/02/2020 12:00:00 AM,01/02/2020 12:00:00 AM,2000,1,Central,158,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0416 1300 1309 2004 0913 1268 2003 1218,50,M,B,101,STREET,307.0,VEHICLE,AA,Adult Arrest,230,,,,600 S  CENTRAL                      AV,,34.039,-118.24
201815332,08/10/2020 12:00:00 AM,08/10/2020 12:00:00 AM,125,18,Southeast,1822,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0913 1814 0448 0429 0416 1243 1813 2000,50,F,B,505,MOTEL,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626,,,,10300 S  BROADWAY,,33.9425,-118.2781
200104138,01/02/2020 12:00:00 AM,01/02/2020 12:00:00 AM,1740,1,Central,111,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",2004 0411 0400 1822 0445,40,M,H,203,OTHER BUSINESS,216.0,SCISSORS,IC,Invest Cont,230,,,,600 N  BROADWAY,,34.0586,-118.2402
200104139,01/02/2020 12:00:00 AM,01/02/2020 12:00:00 AM,2210,1,Central,162,2,888,TRESPASSING,1501 2004,34,M,O,210,RESTAURANT/FAST FOOD,,,IC,Invest Cont,888,,,,800 W  7TH                          ST,,34.0487,-118.2588
200104140,01/02/2020 12:00:00 AM,01/02/2020 12:00:00 AM,2145,1,Central,192,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1813 0416 1414 1276 0417,34,F,B,701,HOSPITAL,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626,,,,1300 S  HOPE                         ST,,34.0395,-118.2656
200104141,01/02/2020 12:00:00 AM,01/02/2020 12:00:00 AM,2120,1,Central,162,2,624,BATTERY - SIMPLE ASSAULT,0416 1822 0429,45,M,O,203,OTHER BUSINESS,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,700 S  FLOWER                       ST,,34.0487,-118.2588
200104150,01/03/2020 12:00:00 AM,01/02/2020 12:00:00 AM,2200,1,Central,158,2,624,BATTERY - SIMPLE ASSAULT,0416 1218 2004 1202 2034,62,M,B,102,SIDEWALK,308.0,STICK,IC,Invest Cont,624,,,,7TH                          ST,KOHLER,34.0377,-118.2425
200516527,11/12/2020 12:00:00 AM,11/12/2020 12:00:00 AM,430,5,Harbor,508,1,510,VEHICLE - STOLEN,,0,,,104,DRIVEWAY,,,IC,Invest Cont,510,,,,23400    PRESIDENT                    AV,,33.8129,-118.3071
200609101,04/15/2020 12:00:00 AM,04/12/2020 12:00:00 AM,1300,6,Hollywood,648,1,510,VEHICLE - STOLEN,,0,,,108,PARKING LOT,,,AO,Adult Other,510,,,,5700    HOLLYWOOD                    BL,,34.1017,-118.3136
200104187,01/03/2020 12:00:00 AM,01/01/2020 12:00:00 AM,1845,1,Central,162,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0344,20,F,H,404,DEPARTMENT STORE,,,IC,Invest Cont,442,,,,700 W  7TH                          ST,,34.048,-118.2577
211422362,12/02/2021 12:00:00 AM,12/02/2020 12:00:00 AM,1040,14,Pacific,1416,2,354,THEFT OF IDENTITY,1501,31,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,13100    LAKE                         ST,,34.0081,-118.4512
200104192,01/03/2020 12:00:00 AM,01/03/2020 12:00:00 AM,930,1,Central,124,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 0447,0,X,X,102,SIDEWALK,,,IC,Invest Cont,745,,,,100 W  1ST                          ST,,34.0522,-118.2434
211304982,01/23/2021 12:00:00 AM,07/24/2020 12:00:00 AM,100,13,Newton,1381,1,121,"RAPE, FORCIBLE",0913 0527 1259 0522,15,F,H,501,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,121,812.0,,,300 W  61ST                         ST,,33.9842,-118.2789
200104201,01/03/2020 12:00:00 AM,01/01/2020 12:00:00 AM,130,1,Central,132,1,330,BURGLARY FROM VEHICLE,1822 1307 0344 0329,51,M,H,101,STREET,,,IC,Invest Cont,330,,,,3RD,GRAND,34.053,-118.2513
200104204,01/03/2020 12:00:00 AM,01/02/2020 12:00:00 AM,1115,1,Central,154,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1822 1218 1000 0345 0344,23,M,B,101,STREET,,,IC,Invest Cont,440,,,,6TH,MAIN,34.0446,-118.249
200104205,01/03/2020 12:00:00 AM,01/03/2020 12:00:00 AM,1315,1,Central,128,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1822 1218 0344 2032,29,M,B,101,STREET,,,IC,Invest Cont,440,,,,1ST,LOS ANGELES,34.0515,-118.2424
200104208,01/03/2020 12:00:00 AM,01/03/2020 12:00:00 AM,1015,1,Central,192,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 0913 0603,58,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AO,Adult Other,745,,,,1600 S  HOPE                         ST,,34.0363,-118.2677
200104209,01/03/2020 12:00:00 AM,01/03/2020 12:00:00 AM,1830,1,Central,152,2,624,BATTERY - SIMPLE ASSAULT,1218 0913 0340 0416 1268,24,M,H,102,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,600 W  7TH                          ST,,34.0491,-118.2558
200104221,01/03/2020 12:00:00 AM,01/03/2020 12:00:00 AM,1200,1,Central,166,1,761,BRANDISH WEAPON,1218 1822 0443,51,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",215.0,MACHETE,IC,Invest Cont,761,,,,600 S  SAN PEDRO                    ST,,34.0421,-118.2469
200104222,01/03/2020 12:00:00 AM,01/03/2020 12:00:00 AM,1550,1,Central,135,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,41,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AA,Adult Arrest,740,,,,100 W  2ND                          ST,,34.051,-118.2445
200104223,01/03/2020 12:00:00 AM,01/03/2020 12:00:00 AM,1839,1,Central,154,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,32,M,W,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,745,,,,100 E  5TH                          ST,,34.0467,-118.2485
200104224,01/03/2020 12:00:00 AM,01/03/2020 12:00:00 AM,1800,1,Central,162,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),1402 0344 2004 0378,23,M,H,406,OTHER STORE,,,IC,Invest Cont,442,998.0,,,700 W  7TH                          ST,,34.048,-118.2577
200104227,01/04/2020 12:00:00 AM,01/03/2020 12:00:00 AM,1800,1,Central,162,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),1402 0907 2004 0344,35,M,W,406,OTHER STORE,,,IC,Invest Cont,442,998.0,,,700 W  7TH                          ST,,34.048,-118.2577
200104228,01/04/2020 12:00:00 AM,01/03/2020 12:00:00 AM,1850,1,Central,159,1,210,ROBBERY,0305 1309 0355 0334 0302 0344 1822,28,M,H,101,STREET,102.0,HAND GUN,IC,Invest Cont,210,,,,4TH,SEATON,34.0433,-118.2377
200104230,01/04/2020 12:00:00 AM,01/03/2020 12:00:00 AM,2100,1,Central,162,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,700 S  GRAND                        AV,,34.0473,-118.2566
200104231,01/03/2020 12:00:00 AM,01/03/2020 12:00:00 AM,2220,1,Central,148,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1218 1310 0411 1822 0319,58,M,H,101,STREET,204.0,FOLDING KNIFE,IC,Invest Cont,230,,,,5TH,CROCKER,34.0435,-118.2427
200104233,01/03/2020 12:00:00 AM,01/03/2020 12:00:00 AM,1645,1,Central,145,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1218 0377 0913 0344,57,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,341,,,,100 E  5TH                          ST,,34.0471,-118.2474
200104234,01/04/2020 12:00:00 AM,01/03/2020 12:00:00 AM,2100,1,Central,135,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0377 1822 2032 0344,27,F,H,210,RESTAURANT/FAST FOOD,,,IC,Invest Cont,440,,,,100 W  2ND                          ST,,34.051,-118.2445
200104235,01/04/2020 12:00:00 AM,01/03/2020 12:00:00 AM,2200,1,Central,159,1,330,BURGLARY FROM VEHICLE,1822 0377 0329 1307 0344,30,F,H,101,STREET,,,IC,Invest Cont,330,,,,PALMETTO,E  SANTA FE,34.0403,-118.2308
200104236,01/03/2020 12:00:00 AM,01/03/2020 12:00:00 AM,1630,1,Central,161,1,330,BURGLARY FROM VEHICLE,0344 0321 1822 0386,30,M,B,101,STREET,,,IC,Invest Cont,330,,,,800    JAMES M WOOD                 BL,,34.0483,-118.2631
200104237,01/04/2020 12:00:00 AM,01/04/2020 12:00:00 AM,500,1,Central,192,1,330,BURGLARY FROM VEHICLE,1307 1822 0377 0344,31,M,B,101,STREET,,,IC,Invest Cont,330,,,,GRAND,S  PICO,34.0384,-118.2646
200104238,01/03/2020 12:00:00 AM,01/03/2020 12:00:00 AM,1840,1,Central,182,1,330,BURGLARY FROM VEHICLE,1307 1822 1414 0329 0344,0,X,X,108,PARKING LOT,,,IC,Invest Cont,330,,,,GRAND,W  PICO,34.0389,-118.2643
200409682,06/10/2020 12:00:00 AM,06/10/2020 12:00:00 AM,1900,4,Hollenbeck,412,1,210,ROBBERY,0913 1814 0448 2000,24,F,H,501,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,210,,,,200 N  AVENUE 25,,34.078,-118.2181
200706211,02/17/2020 12:00:00 AM,02/16/2020 12:00:00 AM,2350,7,Wilshire,734,2,624,BATTERY - SIMPLE ASSAULT,0444,29,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,,,,6000 W  6TH                          ST,,34.0677,-118.3548
210704711,12/24/2020 12:00:00 AM,12/24/2020 12:00:00 AM,1310,7,Wilshire,782,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344,47,F,A,101,STREET,,,IC,Invest Cont,331,,,,6000    COMEY                        AV,,34.0339,-118.3747
200104244,01/04/2020 12:00:00 AM,01/04/2020 12:00:00 AM,40,1,Central,156,2,624,BATTERY - SIMPLE ASSAULT,0416,48,F,B,102,SIDEWALK,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,624,,,,500    SAN JULIAN                   ST,,34.0446,-118.245
200815521,10/20/2020 12:00:00 AM,09/18/2020 12:00:00 AM,1400,8,West LA,852,2,354,THEFT OF IDENTITY,1822 0100 0928,32,F,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,1600    BARRY                        AV,,34.042,-118.4531
200317571,09/19/2020 12:00:00 AM,09/19/2020 12:00:00 AM,1040,3,Southwest,353,1,210,ROBBERY,1822 0342 1100 0334 0302 0430 1300 1309 1407 1409,23,M,B,101,STREET,102.0,HAND GUN,IC,Invest Cont,210,,,,OBAMA                        BL,VIRGINIA                     RD,34.0215,-118.3393
200306227,02/07/2020 12:00:00 AM,02/06/2020 12:00:00 AM,1800,3,Southwest,397,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,43RD                         ST,MENLO,34.0073,-118.298
200514277,09/17/2020 12:00:00 AM,09/17/2020 12:00:00 AM,2255,5,Harbor,558,2,901,VIOLATION OF RESTRAINING ORDER,1813 2000 2038,46,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AO,Adult Other,901,,,,200 W  AMAR                         ST,,33.7478,-118.2822
200104268,01/04/2020 12:00:00 AM,01/04/2020 12:00:00 AM,1230,1,Central,111,2,624,BATTERY - SIMPLE ASSAULT,0416 1822 1414 0429,40,F,H,101,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,100    PASEO DE LA PLAZA,,34.0615,-118.2412
200104269,01/04/2020 12:00:00 AM,01/04/2020 12:00:00 AM,500,1,Central,156,2,624,BATTERY - SIMPLE ASSAULT,0416 1218 2033 1822,57,F,O,102,SIDEWALK,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,624,,,,500 S  SAN PEDRO                    ST,,34.0437,-118.2455
200104270,01/04/2020 12:00:00 AM,01/04/2020 12:00:00 AM,1630,1,Central,195,1,330,BURGLARY FROM VEHICLE,1822 0344 1307 1609,32,M,H,108,PARKING LOT,,,IC,Invest Cont,330,,,,1300 S  LOS ANGELES                  ST,,34.0357,-118.2593
200816200,11/08/2020 12:00:00 AM,11/07/2020 12:00:00 AM,1000,8,West LA,849,2,886,DISTURBING THE PEACE,1501 0603 0361,58,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AO,Adult Other,886,,,,1200 S  HOLT                         AV,,34.0561,-118.3784
201821270,11/28/2020 12:00:00 AM,11/28/2020 12:00:00 AM,315,18,Southeast,1826,2,901,VIOLATION OF RESTRAINING ORDER,0913 2038,25,F,H,501,SINGLE FAMILY DWELLING,515.0,PHYSICAL PRESENCE,AO,Adult Other,901,,,,9400    MAIE                         AV,,33.952,-118.2446
200104275,01/04/2020 12:00:00 AM,01/04/2020 12:00:00 AM,1238,1,Central,161,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),1822 0325,0,X,X,402,MARKET,,,IC,Invest Cont,442,,,,800 S  FIGUEROA                     ST,,34.0483,-118.2631
200104276,01/04/2020 12:00:00 AM,01/02/2020 12:00:00 AM,2130,1,Central,119,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0910 0344,18,M,H,834,LA UNION STATION (NOT LINE SPECIFIC),,,IC,Invest Cont,440,,,,800 N  ALAMEDA                      ST,,34.0563,-118.2374
200104277,01/05/2020 12:00:00 AM,01/04/2020 12:00:00 AM,2130,1,Central,159,1,330,BURGLARY FROM VEHICLE,1307 1609 0344,25,M,O,101,STREET,,,IC,Invest Cont,330,,,,JESSE                        ST,SANTA FE,34.0364,-118.2303
200104279,01/04/2020 12:00:00 AM,01/04/2020 12:00:00 AM,1558,1,Central,162,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325,0,X,X,404,DEPARTMENT STORE,,,IC,Invest Cont,442,,,,700 W  7TH                          ST,,34.048,-118.2577
200104281,01/04/2020 12:00:00 AM,01/04/2020 12:00:00 AM,1300,1,Central,156,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1218 0344,37,F,W,517,MISSIONS/SHELTERS,,,IC,Invest Cont,440,,,,500 S  SAN PEDRO                    ST,,34.0437,-118.2455
200400694,03/26/2020 12:00:00 AM,03/26/2020 12:00:00 AM,1435,4,Hollenbeck,422,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0906 0302 1309 0334 1100 1407 1822,23,M,H,102,SIDEWALK,102.0,HAND GUN,IC,Invest Cont,230,998.0,,,2200    THOMAS                       ST,,34.0707,-118.2103
200104283,01/04/2020 12:00:00 AM,01/04/2020 12:00:00 AM,1755,1,Central,162,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 2004,0,X,X,404,DEPARTMENT STORE,,,IC,Invest Cont,442,,,,700 W  7TH                          ST,,34.048,-118.2577
200104284,01/04/2020 12:00:00 AM,01/04/2020 12:00:00 AM,15,1,Central,145,2,888,TRESPASSING,1501,67,M,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,888,,,,100 E  4TH                          ST,,34.0482,-118.2472
200104285,01/05/2020 12:00:00 AM,01/05/2020 12:00:00 AM,200,1,Central,164,2,624,BATTERY - SIMPLE ASSAULT,1601 0444 0416,26,M,H,203,OTHER BUSINESS,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,600 S  SPRING                       ST,,34.046,-118.2509
200104286,01/04/2020 12:00:00 AM,01/04/2020 12:00:00 AM,1700,1,Central,162,1,330,BURGLARY FROM VEHICLE,0344 1307 1609 0329,47,M,H,707,GARAGE/CARPORT,,,IC,Invest Cont,330,,,,700 S  FLOWER                       ST,,34.0487,-118.2588
200104287,01/04/2020 12:00:00 AM,01/04/2020 12:00:00 AM,2345,1,Central,119,2,624,BATTERY - SIMPLE ASSAULT,0913 0416 0910 1820 2048,21,F,H,834,LA UNION STATION (NOT LINE SPECIFIC),400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,800 N  ALAMEDA                      ST,,34.0563,-118.2374
200104289,01/05/2020 12:00:00 AM,01/03/2020 12:00:00 AM,2315,1,Central,164,1,440,THEFT PLAIN - PETTY ($950 & UNDER),2032 0344,26,F,C,735,NIGHT CLUB (OPEN EVENINGS ONLY),,,IC,Invest Cont,440,,,,600 S  SPRING                       ST,,34.046,-118.2509
200104291,01/05/2020 12:00:00 AM,01/04/2020 12:00:00 AM,1900,1,Central,163,1,210,ROBBERY,0357 0444 0429 0344 1202 1822 0377 1602,64,M,H,102,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,7TH,SPRING                       ST,34.0449,-118.2528
200104292,01/05/2020 12:00:00 AM,01/04/2020 12:00:00 AM,1230,1,Central,101,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0394 0344,26,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,440,,,,900    NEW DEPOT                    ST,,34.0652,-118.2451
200104293,01/05/2020 12:00:00 AM,01/03/2020 12:00:00 AM,2200,1,Central,105,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1300 1822 0377 1606 0321 0344,31,F,B,123,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,420,,,,400    CASANOVA                     ST,,34.0713,-118.2291
200104300,01/05/2020 12:00:00 AM,01/04/2020 12:00:00 AM,1915,1,Central,152,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1300,39,M,O,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,600 S  GRAND                        AV,,34.0488,-118.2553
200815782,10/27/2020 12:00:00 AM,10/27/2020 12:00:00 AM,2010,8,West LA,884,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0416 2004 1218,35,F,W,101,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626,,,,SEPULVEDA,TENNESSEE,34.0387,-118.4366
200104302,01/01/2020 12:00:00 AM,01/01/2020 12:00:00 AM,1,1,Central,153,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 2032,25,F,F,207,BAR/COCKTAIL/NIGHTCLUB,,,IC,Invest Cont,440,,,,500 S  SPRING                       ST,,34.0467,-118.252
200104303,01/05/2020 12:00:00 AM,01/04/2020 12:00:00 AM,1630,1,Central,166,1,510,VEHICLE - STOLEN,,0,,,108,PARKING LOT,,,IC,Invest Cont,510,,,,600    WALL                         ST,,34.0435,-118.2471
200104310,01/05/2020 12:00:00 AM,01/05/2020 12:00:00 AM,1010,1,Central,118,2,624,BATTERY - SIMPLE ASSAULT,0416 2004,28,M,H,102,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,900 N  BROADWAY,,34.064,-118.2375
200815680,10/25/2020 12:00:00 AM,10/24/2020 12:00:00 AM,1800,8,West LA,855,1,310,BURGLARY,1822 1420 0344,33,M,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,1400 S  BENTLEY                      AV,,34.0509,-118.4459
200104313,01/05/2020 12:00:00 AM,01/04/2020 12:00:00 AM,1430,1,Central,156,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 2032 1202 1822 1218,75,M,B,102,SIDEWALK,,,IC,Invest Cont,341,,,,5TH                          ST,SAN JULIAN                   ST,34.0446,-118.245
211614109,12/06/2021 12:00:00 AM,09/20/2020 12:00:00 AM,1200,16,Foothill,1685,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,151,TOW YARD*,,,IC,Invest Cont,420,,,,11400    PENROSE                      ST,,34.2219,-118.3814
200104316,01/05/2020 12:00:00 AM,01/04/2020 12:00:00 AM,747,1,Central,162,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0421,32,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",511.0,VERBAL THREAT,IC,Invest Cont,930,,,,700 S  OLIVE                        ST,,34.0467,-118.2556
200104319,01/04/2020 12:00:00 AM,01/04/2020 12:00:00 AM,2345,1,Central,127,2,623,BATTERY POLICE (SIMPLE),1212 0356,0,X,X,753,DETENTION/JAIL FACILITY,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,623,,,,100 N  LOS ANGELES                  ST,,34.0515,-118.2424
200104320,01/05/2020 12:00:00 AM,01/04/2020 12:00:00 AM,2145,1,Central,164,1,330,BURGLARY FROM VEHICLE,0344 1609 1212 1822 0321,0,M,B,101,STREET,,,IC,Invest Cont,330,,,,6TH                          ST,LOS ANGELES,34.0446,-118.249
200104321,01/06/2020 12:00:00 AM,01/05/2020 12:00:00 AM,1840,1,Central,185,1,330,BURGLARY FROM VEHICLE,0344 1609 1307 1822 1414,30,F,A,101,STREET,,,IC,Invest Cont,330,,,,900 S  LOS ANGELES                  ST,,34.0407,-118.2541
200812231,07/23/2020 12:00:00 AM,05/15/2020 12:00:00 AM,800,8,West LA,886,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1906,44,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AO,Adult Other,956,,,,1100    ROXBURY                      DR,,34.0567,-118.4055
